Age,Country,Subscription_Type,Watch_Time_Hours,Favorite_Genre,cluster
28,3,0,434.36,1,2
24,4,2,140.18,1,0
53,8,2,144.51,0,0
56,7,2,350.3,2,2
67,0,1,882.64,2,1
80,7,1,125.98,1,0
41,0,2,491.9,0,2
56,0,0,421.86,3,2
72,6,0,94.59,5,0
77,6,1,841.94,4,1
67,8,0,541.09,4,2
30,8,1,200.59,2,0
54,9,2,391.94,3,2
35,8,1,851.04,2,1
37,8,2,377.16,1,2
53,5,2,836.61,6,1
43,0,2,271.81,2,0
22,3,1,800.14,2,1
56,8,2,24.26,2,0
16,7,2,621.14,3,2
37,6,2,469.85,1,2
51,6,2,775.5,3,1
80,5,1,309.32,1,0
25,0,1,684.29,4,1
70,3,2,441.71,2,2
18,9,1,892.85,5,1
80,7,0,91.85,3,0
29,0,1,115.95,5,0
76,1,1,924.31,3,1
57,4,1,261.83,4,0
19,7,2,938.33,2,1
43,9,1,935.91,0,1
61,2,2,990.65,4,1
44,6,1,272.96,2,0
42,0,2,641.4,6,2
30,6,1,734.77,0,1
28,0,1,962.93,4,1
59,4,1,805.78,3,1
60,0,2,282.98,2,0
64,9,0,500.02,3,2
26,1,1,514.0,4,2
67,0,1,863.56,1,1
16,3,0,206.24,0,0
49,7,0,274.58,6,0
34,5,1,584.45,0,2
29,9,2,485.19,6,2
71,1,2,534.65,1,2
64,1,0,740.18,2,1
43,9,2,899.63,0,1
30,4,0,780.13,4,1
58,6,0,929.07,6,1
34,1,2,71.64,4,0
42,7,0,21.41,0,0
28,1,0,787.32,3,1
32,6,2,971.82,1,1
38,7,2,771.04,6,1
51,3,2,534.22,1,2
47,9,2,682.9,3,1
58,0,1,586.16,6,2
65,9,1,295.79,4,0
53,5,2,544.63,5,2
75,2,2,209.09,5,0
51,0,1,110.34,5,0
15,2,1,549.03,0,2
70,4,1,348.16,0,2
70,0,2,217.85,2,0
28,0,1,895.52,1,1
32,1,1,949.05,5,1
42,7,1,81.9,0,0
18,6,1,923.26,3,1
40,1,2,666.0,6,1
69,3,1,550.95,3,2
45,9,1,378.0,1,2
49,8,2,423.65,0,2
39,9,2,268.7,2,0
39,8,0,177.52,4,0
56,4,1,561.68,6,2
73,7,2,327.11,0,0
48,8,2,61.22,1,0
36,1,2,828.99,3,1
72,1,0,857.07,1,1
63,7,2,122.41,1,0
20,2,1,316.64,3,0
23,6,0,60.84,1,0
32,5,0,552.35,2,2
31,1,2,855.23,6,1
72,8,1,688.33,0,1
45,3,2,500.03,2,2
51,1,2,121.11,1,0
64,7,0,516.79,4,2
57,1,1,728.11,4,1
71,2,2,175.47,5,0
20,2,2,106.99,5,0
54,7,2,679.99,3,1
66,7,1,375.03,0,2
15,6,0,972.04,4,1
36,5,0,800.89,4,1
39,7,1,207.56,3,0
29,6,2,45.88,5,0
23,7,0,310.82,6,0
42,1,2,308.51,2,0
39,9,2,129.34,5,0
31,5,2,829.97,6,1
70,1,2,744.34,2,1
60,1,0,971.22,4,1
49,0,0,770.05,0,1
35,6,1,163.82,4,0
26,8,2,988.63,0,1
23,1,2,118.2,4,0
30,9,2,871.28,4,1
65,1,1,47.4,1,0
60,5,0,85.96,0,0
69,5,1,456.07,2,2
64,5,0,166.37,4,0
44,1,0,827.66,2,1
45,3,1,571.23,5,2
25,9,2,536.42,2,2
39,8,0,331.22,2,0
41,8,0,944.72,6,1
49,9,1,294.43,0,0
13,6,1,79.2,2,0
62,6,0,617.97,3,2
70,6,2,744.92,4,1
26,1,0,17.08,0,0
28,5,1,713.58,4,1
61,0,0,49.59,1,0
13,4,1,343.57,1,2
37,3,0,478.4,6,2
25,8,0,42.66,5,0
47,4,1,184.28,0,0
15,9,1,691.67,1,1
36,2,2,977.6,5,1
50,1,0,551.18,3,2
51,4,2,409.76,2,2
73,6,2,14.36,0,0
67,7,0,540.96,4,2
61,5,0,107.02,4,0
23,6,0,302.18,0,0
40,5,2,58.87,0,0
17,8,2,64.19,0,0
49,1,1,731.22,2,1
66,0,2,843.85,2,1
31,2,0,311.37,4,0
45,2,2,197.02,0,0
39,9,0,777.54,5,1
77,7,2,809.9,4,1
57,4,0,387.29,5,2
28,7,2,309.64,6,0
77,4,1,345.29,1,2
35,1,2,460.73,5,2
65,4,0,729.21,0,1
59,4,0,830.69,2,1
42,1,2,231.53,5,0
55,4,2,696.82,1,1
47,7,0,287.25,6,0
26,5,1,996.1,5,1
35,8,2,415.63,0,2
15,8,1,271.25,5,0
14,7,1,307.05,1,0
38,4,1,700.52,1,1
74,1,0,571.93,2,2
48,5,2,390.16,5,2
14,0,1,719.12,5,1
33,6,0,271.09,5,0
79,9,2,308.53,3,0
44,7,1,257.56,0,0
80,7,0,911.09,0,1
38,7,1,381.23,4,2
67,6,1,826.84,6,1
56,3,0,357.08,6,2
30,8,2,481.43,0,2
51,6,1,70.31,6,0
62,0,0,911.39,1,1
31,9,1,145.34,2,0
57,9,0,335.92,5,2
44,5,0,492.85,1,2
28,7,1,943.13,5,1
28,2,0,534.12,4,2
35,7,2,986.8,2,1
42,1,0,305.27,5,0
70,8,1,20.03,4,0
15,7,2,988.48,0,1
45,6,1,304.54,3,0
57,8,1,838.12,5,1
28,6,0,472.45,3,2
54,3,2,913.33,2,1
65,1,1,657.59,0,2
64,6,1,776.89,5,1
80,0,0,312.54,3,0
68,0,2,113.25,3,0
45,6,1,280.51,3,0
60,0,2,24.14,2,0
65,1,2,891.56,2,1
48,2,0,688.87,5,1
60,8,2,915.04,4,1
68,6,2,757.92,3,1
27,8,0,622.61,4,2
59,0,2,498.75,0,2
60,9,1,982.29,4,1
53,1,2,382.26,1,2
19,3,1,901.73,1,1
57,6,1,630.96,6,2
24,6,0,922.69,3,1
14,1,0,841.0,5,1
35,5,2,459.48,6,2
49,9,1,433.18,1,2
60,0,1,386.25,5,2
74,0,2,305.5,6,0
45,2,1,293.81,0,0
40,0,1,574.77,5,2
71,3,0,872.87,2,1
18,0,2,715.37,5,1
78,1,1,656.76,2,2
60,8,0,346.02,5,2
17,7,0,306.35,1,0
58,0,0,351.64,6,2
63,0,1,593.75,1,2
63,2,1,702.7,0,1
61,7,0,155.01,6,0
39,2,1,843.86,2,1
52,5,1,599.96,2,2
55,6,1,606.65,6,2
60,6,1,843.83,0,1
67,3,1,650.93,4,2
34,7,2,401.06,2,2
56,5,2,304.39,5,0
35,6,1,27.29,6,0
72,6,1,665.44,2,1
76,0,0,210.48,2,0
71,1,0,58.56,6,0
40,5,1,339.87,3,2
66,1,2,303.9,1,0
54,9,0,155.65,1,0
30,7,1,25.98,6,0
20,1,1,940.3,1,1
62,6,1,57.84,5,0
37,2,1,457.1,5,2
47,7,1,361.26,5,2
47,5,1,953.61,4,1
28,6,1,36.08,0,0
14,5,1,253.09,2,0
32,7,2,825.45,2,1
20,2,2,8.88,2,0
62,6,1,167.43,4,0
46,0,2,422.96,3,2
32,4,1,342.42,5,2
63,5,2,166.0,6,0
69,0,1,153.11,2,0
27,5,2,391.36,2,2
44,7,0,957.16,2,1
67,2,1,207.61,4,0
71,7,0,7.59,3,0
25,5,2,323.54,6,0
55,2,2,796.98,0,1
48,0,2,577.0,5,2
13,1,1,172.07,4,0
62,7,1,66.74,1,0
71,3,0,119.51,5,0
31,4,2,341.16,6,2
78,9,2,51.62,4,0
51,1,2,620.96,0,2
57,7,0,6.88,2,0
28,5,2,159.89,4,0
29,7,0,564.32,1,2
69,6,1,589.65,0,2
24,4,1,949.29,6,1
70,6,2,255.8,0,0
70,2,0,44.56,6,0
63,1,1,230.77,6,0
41,7,1,557.88,1,2
23,3,1,707.74,3,1
72,1,2,788.56,3,1
13,6,2,792.68,4,1
73,5,2,586.93,2,2
32,0,0,716.04,6,1
31,4,2,106.75,2,0
50,4,1,988.32,2,1
15,7,0,72.48,2,0
58,9,0,651.2,3,2
29,5,1,751.4,1,1
37,3,0,882.51,3,1
76,8,0,912.28,4,1
17,2,1,520.35,1,2
75,2,1,742.95,6,1
64,0,0,667.0,4,1
18,6,2,96.06,6,0
39,3,2,349.03,2,2
13,2,2,739.98,3,1
55,6,1,878.16,3,1
37,2,0,412.53,6,2
28,2,2,242.21,1,0
29,0,1,78.4,0,0
42,1,2,748.76,2,1
48,5,0,684.59,1,1
32,9,0,710.95,2,1
19,2,0,369.02,4,2
14,4,1,597.66,3,2
13,9,2,417.83,2,2
21,0,2,771.2,1,1
78,9,0,289.08,2,0
30,5,0,10.19,4,0
77,0,1,56.24,4,0
52,5,0,442.79,0,2
33,3,2,635.08,1,2
29,2,0,908.35,4,1
30,4,1,673.12,5,1
33,8,0,956.96,5,1
70,0,1,286.97,4,0
29,9,1,658.82,3,2
31,7,1,3.47,6,0
72,4,0,429.72,5,2
44,5,1,61.7,3,0
32,7,1,719.6,5,1
32,4,2,645.48,0,2
58,9,2,986.36,2,1
25,6,2,242.62,0,0
56,1,0,852.76,3,1
35,2,0,544.86,4,2
41,3,1,290.86,1,0
41,3,0,152.62,6,0
45,2,1,907.16,4,1
51,9,0,470.98,1,2
58,0,0,679.89,1,1
15,1,2,371.52,5,2
26,8,1,635.34,0,2
19,1,0,927.64,4,1
75,9,0,931.6,0,1
62,0,0,562.38,5,2
62,8,0,826.73,5,1
22,6,2,354.01,3,2
50,9,0,984.04,0,1
46,4,2,98.99,2,0
49,7,1,975.66,2,1
35,1,1,116.84,1,0
29,8,0,638.19,5,2
69,2,1,321.93,4,0
17,6,2,304.43,2,0
75,1,1,891.48,2,1
52,1,0,754.86,6,1
32,5,0,315.85,4,0
57,6,1,267.05,5,0
62,5,2,530.9,5,2
71,6,1,813.52,1,1
19,1,1,983.52,4,1
45,3,0,176.85,0,0
54,4,1,483.26,1,2
64,8,0,928.36,4,1
49,9,0,2.36,0,0
69,8,2,570.86,1,2
27,0,2,323.64,3,0
19,2,1,988.44,3,1
78,4,2,661.83,3,2
52,7,0,980.78,2,1
16,8,2,297.18,0,0
74,6,0,524.97,5,2
73,2,1,543.91,2,2
60,6,0,410.91,2,2
41,7,1,887.12,0,1
80,0,0,622.45,3,2
77,3,0,925.56,2,1
60,2,0,65.17,2,0
30,4,2,691.74,0,1
70,9,1,177.03,6,0
57,8,0,918.56,3,1
14,6,0,761.08,4,1
19,3,0,189.1,6,0
16,9,0,828.76,4,1
75,3,0,402.34,3,2
15,2,2,170.79,5,0
69,6,0,181.08,3,0
75,2,0,494.61,4,2
33,7,0,735.71,3,1
59,2,1,790.05,5,1
32,8,2,154.65,0,0
13,9,0,179.07,1,0
66,9,2,927.22,1,1
58,4,2,955.29,2,1
51,0,0,524.6,3,2
16,5,2,526.18,1,2
22,0,1,914.71,6,1
43,8,1,339.86,0,2
72,0,2,397.79,3,2
67,0,0,925.64,5,1
66,9,2,375.78,5,2
56,8,0,828.71,0,1
32,1,1,502.09,2,2
71,8,0,986.29,4,1
32,7,1,597.43,6,2
22,7,0,744.3,6,1
16,0,0,21.53,2,0
21,0,2,215.39,5,0
62,0,2,362.82,6,2
13,8,0,236.16,3,0
35,9,1,639.31,6,2
70,8,1,824.39,0,1
59,7,1,615.58,3,2
29,9,0,767.99,5,1
36,2,1,784.42,3,1
52,8,1,580.64,5,2
57,5,1,186.77,0,0
22,6,1,745.51,2,1
24,0,0,302.35,4,0
55,5,1,899.98,0,1
54,9,0,955.52,3,1
77,3,1,518.4,4,2
62,6,0,847.72,3,1
56,0,2,757.86,3,1
73,6,1,502.31,6,2
26,0,0,645.38,2,2
26,9,2,280.96,5,0
37,9,2,802.5,2,1
32,9,1,892.19,6,1
49,6,0,672.57,0,1
74,9,0,893.65,0,1
56,1,1,314.33,4,0
38,6,1,825.21,3,1
67,4,1,236.69,2,0
52,0,1,889.28,4,1
26,1,2,428.12,1,2
57,9,1,497.23,3,2
21,0,0,557.67,3,2
13,9,1,717.93,2,1
71,0,0,405.82,6,2
75,2,0,969.56,0,1
43,6,0,757.16,4,1
33,3,1,77.33,6,0
59,8,2,443.85,3,2
58,0,0,761.94,2,1
18,3,2,978.31,1,1
20,6,0,438.02,0,2
39,9,2,383.86,0,2
39,5,2,957.43,2,1
71,8,1,130.23,4,0
29,2,2,504.71,3,2
24,9,2,962.38,2,1
73,9,0,681.84,3,1
36,5,2,926.14,5,1
49,2,2,41.77,1,0
35,6,2,235.94,5,0
74,6,2,165.47,6,0
70,0,0,844.22,6,1
65,0,1,365.34,3,2
63,1,2,558.53,0,2
46,9,2,792.71,1,1
67,9,2,434.25,0,2
38,6,1,336.49,1,2
23,0,0,74.63,5,0
76,4,2,568.63,2,2
68,3,0,414.63,2,2
57,0,0,126.26,5,0
49,7,1,232.86,3,0
34,0,1,91.93,6,0
59,5,0,317.76,3,0
34,3,0,634.95,1,2
18,7,0,361.57,2,2
27,1,0,454.76,4,2
27,3,0,582.89,4,2
44,0,0,795.71,5,1
55,2,0,11.65,4,0
26,4,0,696.61,4,1
59,3,0,964.74,1,1
70,1,0,161.77,3,0
74,7,0,580.04,5,2
48,1,1,413.03,6,2
22,5,0,28.53,5,0
64,7,2,643.59,1,2
36,3,0,862.93,0,1
42,4,0,660.6,6,2
71,8,2,342.53,0,2
18,2,2,209.53,1,0
69,5,2,445.51,4,2
24,5,0,373.6,1,2
79,7,0,209.98,1,0
17,8,0,270.83,4,0
48,3,2,231.96,2,0
54,9,1,145.95,6,0
44,4,1,850.09,4,1
69,2,2,390.21,0,2
24,9,1,6.44,4,0
64,9,1,923.24,4,1
52,4,1,806.95,5,1
14,9,0,260.12,3,0
66,7,0,166.35,4,0
56,1,1,855.48,5,1
74,5,1,245.49,2,0
40,1,1,57.15,0,0
54,1,1,394.87,6,2
74,9,0,163.86,1,0
59,5,1,263.91,5,0
65,1,0,425.61,2,2
36,9,2,885.17,0,1
46,3,2,605.56,5,2
55,6,2,522.84,0,2
58,1,0,474.79,5,2
25,2,2,379.41,4,2
53,7,2,52.91,6,0
25,5,0,206.96,2,0
35,6,1,982.98,0,1
67,1,2,724.2,0,1
45,5,2,813.38,1,1
79,0,1,254.0,1,0
39,1,0,851.32,3,1
19,9,2,271.15,3,0
19,7,0,816.09,5,1
67,4,2,879.81,6,1
18,0,2,355.14,1,2
25,3,0,415.42,3,2
35,2,1,615.21,6,2
17,5,2,323.75,5,0
32,7,2,577.9,3,2
70,4,2,634.48,1,2
38,6,2,506.27,5,2
53,2,0,510.13,5,2
39,2,2,161.68,1,0
65,3,2,179.36,2,0
29,7,1,23.08,1,0
65,6,1,510.86,0,2
34,6,2,270.46,5,0
57,1,1,508.01,2,2
65,8,1,32.35,5,0
39,6,2,639.57,2,2
65,8,2,144.77,3,0
78,7,2,520.5,0,2
25,6,1,935.44,2,1
73,3,2,369.99,2,2
31,9,1,174.49,6,0
17,8,0,269.91,6,0
18,2,1,891.29,6,1
27,6,2,565.05,4,2
79,1,1,697.26,2,1
63,8,2,358.24,0,2
80,9,2,770.15,2,1
23,5,0,866.89,4,1
36,7,0,167.06,3,0
15,5,0,927.94,3,1
76,5,0,722.71,3,1
22,5,0,124.22,0,0
50,3,0,530.59,1,2
59,5,2,727.27,2,1
48,6,2,574.84,2,2
40,6,0,617.67,6,2
13,4,1,244.7,6,0
61,4,1,995.0,5,1
29,7,1,53.68,3,0
40,5,2,125.24,5,0
54,4,2,719.83,0,1
72,9,2,368.35,3,2
78,3,0,976.68,6,1
41,8,2,464.85,0,2
28,0,0,217.42,5,0
40,2,0,862.82,5,1
64,9,2,102.91,0,0
65,8,0,130.1,0,0
31,9,2,53.59,5,0
64,1,2,650.27,5,2
73,7,2,784.8,5,1
35,3,1,638.57,2,2
51,4,0,390.44,0,2
65,9,0,116.53,0,0
18,0,2,525.13,6,2
66,8,2,156.21,4,0
55,6,2,762.22,1,1
30,2,1,711.31,4,1
80,2,2,725.34,1,1
60,0,1,287.92,2,0
64,9,2,562.34,2,2
71,8,0,493.3,2,2
14,7,0,354.43,1,2
37,6,2,960.58,3,1
49,6,2,296.26,2,0
63,1,1,855.5,6,1
62,2,1,640.13,6,2
62,1,1,999.96,0,1
76,7,1,211.96,2,0
52,8,0,793.25,1,1
72,7,0,248.31,6,0
70,3,1,425.37,2,2
22,6,0,980.39,2,1
31,7,2,478.66,4,2
57,5,2,723.18,3,1
33,2,1,375.75,6,2
37,2,1,775.47,5,1
27,3,1,933.79,0,1
18,6,2,58.35,3,0
15,7,1,34.23,6,0
43,3,0,108.35,5,0
63,2,2,517.18,2,2
16,0,0,678.45,3,1
74,6,0,47.71,3,0
15,2,2,94.28,2,0
73,0,0,959.51,5,1
67,0,1,995.81,4,1
73,4,0,317.79,4,0
50,5,2,171.27,4,0
78,4,2,153.75,4,0
60,2,0,474.95,1,2
73,9,1,154.62,3,0
50,1,2,813.67,2,1
18,0,0,108.23,4,0
72,5,1,871.96,2,1
47,5,0,149.22,6,0
29,9,0,290.54,5,0
50,4,0,324.01,4,0
46,0,1,500.15,2,2
73,1,0,192.86,0,0
28,5,2,182.45,3,0
51,2,1,625.14,3,2
36,7,1,63.35,6,0
63,4,2,86.99,5,0
44,1,1,316.73,4,0
53,9,0,314.38,0,0
18,2,2,877.95,0,1
17,4,2,599.76,3,2
48,3,2,576.11,3,2
45,9,2,68.78,3,0
62,7,2,177.49,6,0
38,9,0,447.14,6,2
66,2,2,228.31,2,0
39,5,1,426.11,3,2
22,1,0,232.76,4,0
57,1,0,183.15,4,0
62,5,1,724.96,5,1
21,4,1,284.96,1,0
72,6,1,863.39,4,1
25,4,1,484.78,6,2
60,1,2,55.89,1,0
34,6,1,872.26,6,1
13,1,0,668.61,5,1
40,3,2,4.86,3,0
56,9,0,604.08,5,2
27,6,2,163.78,1,0
33,8,0,648.5,4,2
57,0,0,130.51,4,0
20,4,0,690.45,1,1
22,7,2,360.71,2,2
16,0,0,684.14,4,1
70,6,0,77.51,3,0
69,8,1,595.14,2,2
70,1,1,843.18,1,1
66,8,2,481.82,0,2
19,5,1,251.52,0,0
47,8,2,451.5,2,2
46,0,0,730.88,5,1
61,4,2,399.89,6,2
60,1,1,541.08,4,2
74,6,2,820.81,3,1
41,1,2,323.11,2,0
13,9,2,702.74,0,1
64,9,2,667.31,5,1
32,7,2,570.93,4,2
15,8,1,213.6,2,0
79,6,2,834.5,6,1
24,6,1,976.36,5,1
13,0,0,464.94,0,2
60,0,1,962.6,4,1
64,3,2,442.03,5,2
76,7,2,549.77,2,2
37,4,1,745.73,1,1
19,0,2,114.4,1,0
32,7,2,672.07,5,1
18,0,0,416.44,0,2
27,3,0,309.36,5,0
53,6,2,836.84,5,1
48,6,2,35.04,6,0
50,8,0,608.15,6,2
39,3,1,40.22,5,0
35,3,0,200.95,5,0
33,5,2,373.35,3,2
43,2,2,895.32,2,1
54,0,0,422.34,5,2
36,5,0,745.76,4,1
28,7,0,606.48,0,2
60,6,2,224.38,5,0
13,3,0,998.79,0,1
69,8,1,815.52,2,1
40,1,1,536.56,0,2
39,1,0,121.42,2,0
56,0,2,255.09,5,0
67,9,1,985.06,2,1
63,3,0,313.04,3,0
45,3,1,994.24,2,1
69,3,0,515.85,0,2
24,1,0,155.26,2,0
56,6,0,12.04,0,0
44,5,0,27.95,2,0
43,6,0,982.96,0,1
80,2,2,692.99,3,1
44,6,1,691.97,0,1
61,3,0,527.4,1,2
52,2,1,23.42,6,0
25,5,0,744.35,5,1
35,1,0,27.24,6,0
61,8,0,65.31,2,0
71,3,0,644.67,1,2
50,2,0,288.5,2,0
46,0,0,871.44,0,1
28,0,0,856.17,6,1
23,6,2,994.04,3,1
68,7,1,329.53,3,0
61,5,1,341.11,4,2
35,4,1,971.86,4,1
16,4,0,650.53,0,2
44,4,0,101.23,5,0
71,7,1,425.41,3,2
58,8,2,175.2,6,0
32,9,2,781.85,2,1
30,6,2,3.32,4,0
25,0,1,701.43,1,1
27,7,0,609.42,2,2
22,0,2,429.95,0,2
28,9,0,987.01,0,1
51,6,2,818.64,5,1
27,0,2,313.83,3,0
66,9,0,550.51,1,2
69,1,2,482.33,6,2
74,4,1,336.65,2,2
62,1,0,341.8,3,2
17,7,0,678.94,6,1
35,6,1,741.45,5,1
25,4,0,438.73,1,2
64,7,2,17.09,5,0
55,6,1,160.61,0,0
79,4,1,331.27,6,0
19,5,1,391.51,6,2
26,0,0,465.53,6,2
57,6,2,258.75,5,0
20,6,2,990.74,6,1
15,8,0,726.25,4,1
58,2,0,870.25,0,1
67,6,1,630.24,3,2
18,5,1,189.02,1,0
61,9,2,493.42,2,2
80,2,2,104.39,2,0
44,1,0,51.95,0,0
43,4,1,769.37,2,1
13,7,2,987.18,4,1
55,1,1,754.66,2,1
70,5,2,264.38,4,0
37,4,2,324.87,3,0
77,9,1,515.35,1,2
79,2,0,998.55,5,1
27,4,1,446.49,1,2
43,2,0,690.67,5,1
67,5,1,123.82,0,0
27,6,0,34.59,4,0
33,7,0,754.14,4,1
80,5,2,211.33,1,0
53,7,0,36.96,5,0
37,7,1,191.58,0,0
78,0,2,995.54,6,1
44,8,1,986.46,5,1
56,6,0,798.57,5,1
78,4,1,530.58,5,2
37,8,1,53.65,6,0
50,6,1,320.32,0,0
44,3,0,645.39,6,2
78,2,1,413.49,1,2
70,3,0,910.61,1,1
40,0,0,833.15,5,1
72,7,2,843.75,0,1
36,7,2,94.52,3,0
66,3,2,723.56,3,1
78,4,1,474.28,6,2
50,9,2,868.44,3,1
37,0,1,90.93,0,0
26,0,1,994.34,5,1
49,7,2,787.79,5,1
34,8,0,90.12,5,0
50,5,0,948.74,4,1
52,3,1,995.26,4,1
78,7,2,150.23,2,0
24,9,1,618.23,1,2
59,4,2,527.4,3,2
70,2,1,632.83,1,2
42,8,1,397.23,0,2
13,6,0,486.29,2,2
21,9,2,204.53,0,0
46,6,1,792.47,4,1
37,7,2,943.17,4,1
33,6,0,370.89,1,2
71,6,2,98.37,6,0
79,2,0,268.36,0,0
62,0,1,2.35,5,0
67,0,2,890.01,1,1
65,7,0,269.04,6,0
23,0,2,299.11,3,0
21,4,1,109.34,3,0
54,2,2,52.25,4,0
37,7,1,590.07,3,2
65,9,1,482.61,1,2
17,6,2,645.02,2,2
33,3,2,227.07,1,0
55,8,1,951.74,4,1
25,3,0,61.21,0,0
55,3,2,721.3,0,1
27,5,2,462.46,2,2
16,2,0,186.7,3,0
16,1,0,826.96,0,1
29,8,2,72.75,1,0
54,6,2,462.73,4,2
76,4,1,987.24,5,1
70,6,0,429.52,2,2
55,2,1,672.58,3,1
62,6,2,252.77,3,0
25,7,2,899.94,3,1
18,3,0,652.02,4,2
39,8,0,896.13,5,1
62,8,1,171.27,4,0
52,8,0,332.1,5,0
53,2,2,827.21,2,1
29,3,0,680.2,2,1
22,2,1,996.19,3,1
66,3,1,746.46,3,1
32,1,2,907.19,3,1
45,1,2,167.19,1,0
29,4,0,404.88,2,2
65,9,0,784.38,3,1
43,3,1,477.53,6,2
72,2,2,919.12,0,1
53,1,0,612.36,6,2
32,3,2,53.56,5,0
59,4,2,367.18,0,2
48,8,0,475.35,5,2
40,3,1,512.03,3,2
47,5,0,562.91,6,2
27,7,1,106.04,5,0
20,9,0,404.28,6,2
58,1,0,209.45,0,0
55,2,0,55.67,4,0
55,2,1,130.36,0,0
74,2,0,457.72,0,2
77,8,2,833.41,1,1
59,5,2,372.52,4,2
31,7,0,734.5,3,1
39,9,1,497.76,0,2
41,7,1,522.05,1,2
62,5,0,944.64,4,1
42,8,2,45.75,6,0
73,5,2,470.02,1,2
70,3,2,907.48,2,1
34,4,2,56.6,3,0
46,6,0,678.34,3,1
60,8,0,191.44,4,0
62,1,0,753.29,1,1
56,1,1,83.96,0,0
19,9,2,63.62,1,0
55,4,0,456.81,5,2
30,6,1,404.11,1,2
18,6,0,776.73,5,1
13,0,2,617.37,6,2
67,5,0,222.92,4,0
21,5,2,768.86,4,1
78,7,0,538.69,4,2
52,6,1,62.38,3,0
43,5,2,396.89,5,2
63,1,2,551.59,5,2
17,9,1,666.31,1,1
22,4,2,34.6,6,0
15,6,1,760.02,1,1
71,3,0,656.62,2,2
78,0,2,834.91,5,1
33,8,2,865.82,5,1
70,4,1,819.02,2,1
21,5,0,280.33,2,0
58,9,2,42.98,0,0
62,5,2,451.71,5,2
39,3,0,585.16,5,2
73,5,2,701.57,2,1
26,6,2,265.24,4,0
69,6,2,902.41,5,1
67,4,2,757.65,3,1
33,6,1,167.1,3,0
41,5,1,971.43,0,1
46,7,0,403.77,5,2
21,5,0,466.57,0,2
15,1,1,198.16,6,0
33,3,0,836.63,2,1
62,8,0,61.54,3,0
44,4,2,68.61,3,0
72,7,1,592.1,6,2
25,2,2,496.21,4,2
38,2,1,215.74,1,0
61,4,2,875.92,6,1
50,0,2,819.11,3,1
25,9,1,724.04,3,1
22,8,2,999.18,4,1
49,5,0,119.87,0,0
27,0,1,136.74,2,0
15,3,0,250.87,5,0
66,2,0,281.23,1,0
75,6,0,781.18,4,1
64,5,2,637.14,1,2
53,3,0,606.75,2,2
69,0,1,263.92,0,0
52,1,2,632.2,0,2
41,1,0,560.13,4,2
59,7,2,605.92,2,2
54,2,2,360.43,5,2
29,7,1,905.49,0,1
22,8,1,97.87,1,0
75,5,1,600.61,0,2
23,8,0,150.22,5,0
79,1,1,775.68,4,1
49,4,0,118.1,3,0
58,8,2,756.63,3,1
68,0,2,543.72,6,2
25,1,1,824.1,0,1
46,4,2,29.61,2,0
80,4,2,966.04,0,1
50,1,0,61.85,4,0
67,3,2,938.72,2,1
78,9,1,403.18,4,2
27,7,2,405.22,5,2
22,5,1,464.45,2,2
47,6,2,482.0,1,2
16,8,1,954.18,0,1
53,0,0,133.71,3,0
80,2,0,145.09,1,0
70,3,0,430.64,6,2
33,1,0,999.27,6,1
64,7,1,895.3,6,1
76,4,0,578.41,0,2
36,3,2,924.35,4,1
25,8,1,590.15,5,2
28,1,2,200.36,6,0
14,9,2,111.38,1,0
60,4,1,307.77,4,0
21,0,0,405.9,0,2
78,7,2,594.95,3,2
19,0,2,33.46,2,0
46,0,1,972.31,3,1
51,0,0,262.38,2,0
66,8,0,422.17,3,2
14,8,2,968.13,1,1
34,1,1,905.07,0,1
53,3,1,602.53,2,2
61,4,0,172.48,3,0
61,6,1,938.0,3,1
15,6,1,945.05,3,1
44,3,1,249.68,5,0
17,2,0,963.25,6,1
42,9,2,414.84,0,2
75,3,2,870.96,1,1
48,2,1,940.55,1,1
67,4,1,385.16,1,2
27,4,2,256.14,4,0
62,3,1,460.88,4,2
59,1,2,522.12,2,2
55,1,0,372.36,3,2
80,3,1,399.92,5,2
54,4,0,157.22,4,0
16,3,1,361.34,1,2
23,7,1,708.89,0,1
47,8,2,498.76,2,2
40,1,0,91.14,2,0
54,5,1,268.66,6,0
57,6,0,393.46,2,2
31,7,0,538.44,0,2
28,3,2,435.1,4,2
50,8,0,268.31,5,0
23,2,0,591.59,5,2
16,4,1,186.7,1,0
53,0,2,24.34,3,0
40,6,1,214.85,5,0
45,5,1,203.18,6,0
51,1,0,207.94,6,0
62,3,1,856.93,6,1
17,2,1,252.07,4,0
35,9,0,270.1,3,0
48,9,0,98.17,1,0
34,2,0,414.24,2,2
44,4,1,545.62,4,2
15,5,0,599.85,0,2
41,4,0,121.87,1,0
57,8,2,346.24,6,2
46,1,2,179.89,3,0
30,7,1,528.34,6,2
61,3,1,280.5,0,0
29,5,1,834.73,0,1
32,8,1,374.7,4,2
47,7,0,706.62,0,1
37,2,0,343.8,2,2
54,4,0,145.81,4,0
30,2,1,643.59,0,2
73,5,1,986.17,4,1
61,5,0,12.78,0,0
34,2,2,676.32,5,1
73,6,1,172.73,1,0
23,4,0,111.86,1,0
43,2,0,738.47,2,1
49,9,0,184.87,2,0
18,8,0,830.32,4,1
13,7,0,54.64,0,0
56,0,2,657.45,6,2
68,1,2,500.91,0,2
56,8,2,599.23,2,2
40,7,2,405.24,1,2
